task_idx,task_id,website,execution,result_status,reason,agent_answer,expected_answer,exact_match,normalized_match,result_path
11,8ac3d5bf57da470ea5d4879d5fcce527,https://catalog.mit.edu/,NOT_RUN,,当前环境未提供真实网站运行所需的模型 API 凭证；未执行任何 Protocol III 真实网站任务,,"先修课程：6.042[J] AND（6.0001 OR 6.009）

6.042[J]：计算机科学数学(Mathematics for Computer Science)
6.0001：Python计算机科学编程导论(Introduction to Computer Science Programming in Python)
6.009：编程基础(Fundamentals of Programming)",,,
12,6f12102e36264330afd006d889027770,https://www.zgdypw.cn,NOT_RUN,,当前环境未提供真实网站运行所需的模型 API 凭证；未执行任何 Protocol III 真实网站任务,,"山东省济南市槐荫区UME影城龙湖西城天街IMAX店	11
湖南省岳阳市岳阳楼区星鑫国际影城	12
山西省太原市小店区SFC上影国际影城（太原昌盛万达店）	12",,,
13,636c19752cc042a08930ce59cb277479,https://www.iata.org/,NOT_RUN,,当前环境未提供真实网站运行所需的模型 API 凭证；未执行任何 Protocol III 真实网站任务,,Ugis-Riba_shutterstock_273008201,,,
14,bc620647083742cd8332c8dcfa40582c,https://www.sf.gov/departments--department-building-inspection,NOT_RUN,,当前环境未提供真实网站运行所需的模型 API 凭证；未执行任何 Protocol III 真实网站任务,,"201612195301，RESTORE BASEMENT RETAINING WALL & STAIR STRUCTURE DRAWING S2.1, S2.2 SEISMIC UPGRADE WORK REPAIRS - BASEMENT LEVELS, NOT VISIBLE，2017-03-07
201805179391，RECOMMENCEMENT AND COMPLETION OF WORK APPROVED UNDER PA#201612195301，2018-05-17
201807235225，REVISED STRUCTURAL DRAWING FOR PERMIT APP. #201805179391 & 201612195301. REVISION REQUIRED TO MEET EXISTING BUILDING CONDITIONS. NO CHANGE IN SCOPE OF WORK.，2018-08-01",,,
15,8b6dbf11d1f04652b0522f76fa7761d4,https://mi.talkingdata.com,NOT_RUN,,当前环境未提供真实网站运行所需的模型 API 凭证；未执行任何 Protocol III 真实网站任务,,"第一名：通讯社交
第二名：移动视频
第三名：移动工具",,,
16,9a81aaa6061f42fe901fb61bebb0c457,https://dot.ca.gov/,NOT_RUN,,当前环境未提供真实网站运行所需的模型 API 凭证；未执行任何 Protocol III 真实网站任务,,"MIKE BROWN ELECTRIC CO.
他们对 Item 12 的单价
Item 12 (0012): PREPARE WATER POLLUTION CONTROL PROGRAM（准备水污染控制计划）

MIKE BROWN ELECTRIC CO. 的单价：$525.00（一次性总价 Lump Sum）",,,
17,eeb5049e10c5416c9c83a730fa850dd1,https://www.shanghairanking.cn,NOT_RUN,,当前环境未提供真实网站运行所需的模型 API 凭证；未执行任何 Protocol III 真实网站任务,,"第一名：复旦大学
第二名：华东师范大学
第三名：同济大学",,,
18,fff1c127f04a429d9301e383490acd23,https://tjj.sc.gov.cn,NOT_RUN,,当前环境未提供真实网站运行所需的模型 API 凭证；未执行任何 Protocol III 真实网站任务,,193.1（万吨）,,,
19,e67c0f2f7fc74741809a639218840d75,https://www.cs.toronto.edu,NOT_RUN,,当前环境未提供真实网站运行所需的模型 API 凭证；未执行任何 Protocol III 真实网站任务,,"EMU150H1
EMU151H1
EMU152H1
EMU252H1
EMU262H1
EMU128H1",,,
20,3675c7aea6b1451fa1d5e9ceccd4fa82,https://www.deloitte.com,NOT_RUN,,当前环境未提供真实网站运行所需的模型 API 凭证；未执行任何 Protocol III 真实网站任务,,"Food fight: Consumers confront inflation with frugality
Ian Geddes",,,
21,e0516574ab054f88820c7cead87224e0,https://www.ntsb.gov/Pages/home.aspx,NOT_RUN,,当前环境未提供真实网站运行所需的模型 API 凭证；未执行任何 Protocol III 真实网站任务,,"在撞击前最后5秒，Stick Shaker 处于激活状态 (Yes) 
Angle of Attack (AOA) 最大值：31.0 deg

• 俯仰角 (Pitch Attitude) 最大值：31度（nose up）
• Stick shaker 在AOA达到临界失速角时激活（与除冰系统开启时的预期失速速度一致）
• 失速发生时的飞行载荷：1.42 G
• 预测失速速度（1G时）：约105节",,,
22,6f6682b01c364369bc56c53e2131e89d,https://www.citi.com/,NOT_RUN,,当前环境未提供真实网站运行所需的模型 API 凭证；未执行任何 Protocol III 真实网站任务,,"0.1%
0.9%
0.6%",,,
23,d6fb5ef6e5de49b38c8de18a9b65d0cb,https://ctrchina.cn,NOT_RUN,,当前环境未提供真实网站运行所需的模型 API 凭证；未执行任何 Protocol III 真实网站任务,,0.736,,,
24,3038b62d1aa848b68c6ecd614bdb7e9f,https://www.nhc.gov.cn/,NOT_RUN,,当前环境未提供真实网站运行所需的模型 API 凭证；未执行任何 Protocol III 真实网站任务,,7,,,
25,811ccd25b9754ee1990f264f79c2fc9e,https://www.ncss.cn/,NOT_RUN,,当前环境未提供真实网站运行所需的模型 API 凭证；未执行任何 Protocol III 真实网站任务,,"考研
求职
入伍",,,
26,7d47c6b015c64c96839de1ae1a2a16d0,https://www.drugfuture.com,NOT_RUN,,当前环境未提供真实网站运行所需的模型 API 凭证；未执行任何 Protocol III 真实网站任务,,华北制药股份有限公司,,,
27,46e2250ebef04da9bc4c1193606f668d,https://cwur.org,NOT_RUN,,当前环境未提供真实网站运行所需的模型 API 凭证；未执行任何 Protocol III 真实网站任务,,"19	PSL University
31	Paris-Saclay University
33	Paris City University
36	Sorbonne University",,,
28,ceb843b7419444ae9d8198d5968d88c2,https://www.rand.org,NOT_RUN,,当前环境未提供真实网站运行所需的模型 API 凭证；未执行任何 Protocol III 真实网站任务,,Mapping Chinese and Russian Military and Security Exports to Africa,,,
29,b17ce58486944505925636f1cbd8770d,https://data.cityofsydney.nsw.gov.au,NOT_RUN,,当前环境未提供真实网站运行所需的模型 API 凭证；未执行任何 Protocol III 真实网站任务,,A004,,,
30,d47e8b197478442da72f23b1e0079619,https://cn.silabs.com,NOT_RUN,,当前环境未提供真实网站运行所需的模型 API 凭证；未执行任何 Protocol III 真实网站任务,,"SETTINGS
Add, remove, run, refresh, and test adapter packs.
Set your preferred IDE.
Adjust the timeouts for offline content.
Check the SDKs available for building project configurations.
Adjust the component visibility filters for your software components.
Set the theme for Simplicity Studio to either light or dark.
Grant permission to have your user experience tracked anonymously or not.",,,
31,91a2ccddc5444e0f8716d158f7acad13,https://travel.state.gov/content/travel.html,NOT_RUN,,当前环境未提供真实网站运行所需的模型 API 凭证；未执行任何 Protocol III 真实网站任务,,2025（FY2025）,,,
32,46cf576105184aeb8ca6ec9138139202,https://www.questmobile.com.cn/,NOT_RUN,,当前环境未提供真实网站运行所需的模型 API 凭证；未执行任何 Protocol III 真实网站任务,,2025-03,,,
33,bd70d0af63804d288b83c93562772f5b,https://www.cbndata.com/,NOT_RUN,,当前环境未提供真实网站运行所需的模型 API 凭证；未执行任何 Protocol III 真实网站任务,,"第一：AIRMETER（空刻）
第二：白象
第三：大希地",,,
34,4bb4eceaf3494fc2b8cc8e472c438ae7,https://acl.gov/,NOT_RUN,,当前环境未提供真实网站运行所需的模型 API 凭证；未执行任何 Protocol III 真实网站任务,,"阿拉巴马州：34.17
加利福利亚州：1.78",,,
35,c5063f6cf11144ff8f242cddd33c9f4f,https://data.cityofnewyork.us/,NOT_RUN,,当前环境未提供真实网站运行所需的模型 API 凭证；未执行任何 Protocol III 真实网站任务,,11674,,,
36,c022cb291f864aa1a22138ec449bedf9,https://data.bls.gov/,NOT_RUN,,当前环境未提供真实网站运行所需的模型 API 凭证；未执行任何 Protocol III 真实网站任务,,2895（千人）,,,
37,ff93022b2eea467fbde813744775c743,https://www.sec.gov/,NOT_RUN,,当前环境未提供真实网站运行所需的模型 API 凭证；未执行任何 Protocol III 真实网站任务,,1999-04-29 00:00:00,,,
38,27d5aa7ecf4c4dc7a417de55ada0902f,https://www.eia.gov/,NOT_RUN,,当前环境未提供真实网站运行所需的模型 API 凭证；未执行任何 Protocol III 真实网站任务,,2024-10-01 00:00:00,,,
39,059f5bfb92884cd5af1a2c377d4011d7,https://www.ssa.gov/,NOT_RUN,,当前环境未提供真实网站运行所需的模型 API 凭证；未执行任何 Protocol III 真实网站任务,,38,,,
40,b5e170701d5540859d7d9ef8c2ce7ca3,https://earthquake.usgs.gov/,NOT_RUN,,当前环境未提供真实网站运行所需的模型 API 凭证；未执行任何 Protocol III 真实网站任务,,7,,,
41,2c5f4f1cbd99402ab2e14d2220524761,https://ec.europa.eu/eurostat/web/main/home,NOT_RUN,,当前环境未提供真实网站运行所需的模型 API 凭证；未执行任何 Protocol III 真实网站任务,,"第一名：西班牙
第二名：芬兰
第三名：罗马尼亚",,,
42,f321dc0c375441f1ad633b8f7f890cfd,https://www.cbre.com/,NOT_RUN,,当前环境未提供真实网站运行所需的模型 API 凭证；未执行任何 Protocol III 真实网站任务,,Dublin（都柏林）,,,
43,0e8ed2a315a640969b502ab05c72eed7,https://www.pwc.com/gx/en.html,NOT_RUN,,当前环境未提供真实网站运行所需的模型 API 凭证；未执行任何 Protocol III 真实网站任务,,"2023
502",,,
44,0756c7647da24e9c89c97646c9ca7b22,https://www.askci.com/,NOT_RUN,,当前环境未提供真实网站运行所需的模型 API 凭证；未执行任何 Protocol III 真实网站任务,,2023/11,,,
45,6302c60638fb4158a7acc2fd95dd83e9,https://www.datayicai.com/,NOT_RUN,,当前环境未提供真实网站运行所需的模型 API 凭证；未执行任何 Protocol III 真实网站任务,,87（家）,,,
46,b11a693cbb5b4d8186a06055427df7e6,https://data.cityofchicago.org/,NOT_RUN,,当前环境未提供真实网站运行所需的模型 API 凭证；未执行任何 Protocol III 真实网站任务,,5489（件）,,,
47,cd0348cbf8dd478ca17c7952edd9ed99,https://www.topklout.com/#/home,NOT_RUN,,当前环境未提供真实网站运行所需的模型 API 凭证；未执行任何 Protocol III 真实网站任务,,"第一名：雅诗兰黛
第二名：颐莲
第三名：urara悠茉",,,
48,bb0e16d8ed8e4f13bc238524e96fd816,https://www.yidaiyilu.gov.cn/,NOT_RUN,,当前环境未提供真实网站运行所需的模型 API 凭证；未执行任何 Protocol III 真实网站任务,,"236.07
128.37",,,
49,201d5595d1b74c0cac7023cb5bbe13a5,https://lpl.qq.com/,NOT_RUN,,当前环境未提供真实网站运行所需的模型 API 凭证；未执行任何 Protocol III 真实网站任务,,17,,,
50,7165922af86347daadd4f4d811bb0f7e,https://exoplanetarchive.ipac.caltech.edu/,NOT_RUN,,当前环境未提供真实网站运行所需的模型 API 凭证；未执行任何 Protocol III 真实网站任务,,34,,,
51,cefbc231f3e048768912bba9ff2f0ea0,https://seer.cancer.gov/,NOT_RUN,,当前环境未提供真实网站运行所需的模型 API 凭证；未执行任何 Protocol III 真实网站任务,,25.9,,,
52,a483bde038114035aa0bec7ebe4fa121,https://www.fao.org/faostat/en/#home,NOT_RUN,,当前环境未提供真实网站运行所需的模型 API 凭证；未执行任何 Protocol III 真实网站任务,,1032.95,,,
53,df89f0f2ef734855a3306e5d831b32dc,https://data-explorer.oecd.org/,NOT_RUN,,当前环境未提供真实网站运行所需的模型 API 凭证；未执行任何 Protocol III 真实网站任务,,787543,,,
54,f0e32dde46a540e78a22f93fb54decc7,https://www.cso.ie,NOT_RUN,,当前环境未提供真实网站运行所需的模型 API 凭证；未执行任何 Protocol III 真实网站任务,,107.8/107.77,,,
55,04ce4453a0774824bd00999894347fea,https://www.discogs.com/,NOT_RUN,,当前环境未提供真实网站运行所需的模型 API 凭证；未执行任何 Protocol III 真实网站任务,,172,,,
56,858409c21bd64f539b335fcf7ade8e40,https://openalex.org/,NOT_RUN,,当前环境未提供真实网站运行所需的模型 API 凭证；未执行任何 Protocol III 真实网站任务,,15830,,,
57,ee29566c02684aa5ba6e6553dfb09e49,https://www.loc.gov/,NOT_RUN,,当前环境未提供真实网站运行所需的模型 API 凭证；未执行任何 Protocol III 真实网站任务,,3300,,,
58,b496089437b84e229946d913ce02777d,https://www.imdb.com/,NOT_RUN,,当前环境未提供真实网站运行所需的模型 API 凭证；未执行任何 Protocol III 真实网站任务,,10,,,
59,ac8b20596b714d4bb178b95ad2b95afb,https://climatetrace.org/,NOT_RUN,,当前环境未提供真实网站运行所需的模型 API 凭证；未执行任何 Protocol III 真实网站任务,,583.9,,,
60,ab957ad53d024bc290719a09cf2d2293,https://www.usaspending.gov/,NOT_RUN,,当前环境未提供真实网站运行所需的模型 API 凭证；未执行任何 Protocol III 真实网站任务,,26257,,,
61,1fc91519a75a4a3a89e729631a879519,https://www.globalforestwatch.org/,NOT_RUN,,当前环境未提供真实网站运行所需的模型 API 凭证；未执行任何 Protocol III 真实网站任务,,"110 kha /110,000",,,
62,ddeda0f53e064d2695a025836a99a90f,https://www.transtats.bts.gov,NOT_RUN,,当前环境未提供真实网站运行所需的模型 API 凭证；未执行任何 Protocol III 真实网站任务,,0.7753,,,
63,2dd800c4249f4a46978e250ea6ed9ad2,https://wid.world/,NOT_RUN,,当前环境未提供真实网站运行所需的模型 API 凭证；未执行任何 Protocol III 真实网站任务,,0.437,,,
64,c85152cb6c7a4576850f4d9ecce2854a,https://atlas.hks.harvard.edu/,NOT_RUN,,当前环境未提供真实网站运行所需的模型 API 凭证；未执行任何 Protocol III 真实网站任务,,111th,,,
65,90d9566aaddf4098ab897dd84b2ee9f2,https://globalcarbonatlas.org/,NOT_RUN,,当前环境未提供真实网站运行所需的模型 API 凭证；未执行任何 Protocol III 真实网站任务,,1.8 tCO2/person,,,
66,cbb22de8559d4a29bf5a90b7fabcd5c3,https://www.footprintnetwork.org/,NOT_RUN,,当前环境未提供真实网站运行所需的模型 API 凭证；未执行任何 Protocol III 真实网站任务,,3.24 gha /3.2 gha,,,
67,3644a4828fe142dcaccaf583fd155759,https://v-dem.net/,NOT_RUN,,当前环境未提供真实网站运行所需的模型 API 凭证；未执行任何 Protocol III 真实网站任务,,0.09,,,
68,41491a22df3240e18117e07979ae35dd,https://pageviews.wmcloud.org/,NOT_RUN,,当前环境未提供真实网站运行所需的模型 API 凭证；未执行任何 Protocol III 真实网站任务,,210007,,,
69,714f9fbc74a94c8ebbacfc72f223c85f,https://iiag.online/,NOT_RUN,,当前环境未提供真实网站运行所需的模型 API 凭证；未执行任何 Protocol III 真实网站任务,,59.1,,,
70,f334fd45a5fb4dd19b27aede510605b1,https://edgar.jrc.ec.europa.eu/,NOT_RUN,,当前环境未提供真实网站运行所需的模型 API 凭证；未执行任何 Protocol III 真实网站任务,,14.96 Mt /14.9633 Mt,,,
71,49f0edbd6c7548a782098eb1378328bd,https://kof.ethz.ch/en/,NOT_RUN,,当前环境未提供真实网站运行所需的模型 API 凭证；未执行任何 Protocol III 真实网站任务,,64.75,,,
72,f5fa0be1d271427fb4a6b55c23550c29,https://fpma.fao.org/giews/fpmat4/,NOT_RUN,,当前环境未提供真实网站运行所需的模型 API 凭证；未执行任何 Protocol III 真实网站任务,,33.45 BDT/kg,,,
73,1f0eef450c834eb59f5ee4bda8ce4eff,https://fragilestatesindex.org/,NOT_RUN,,当前环境未提供真实网站运行所需的模型 API 凭证；未执行任何 Protocol III 真实网站任务,,6.7,,,
74,7e7b2f2a5c9d44118df45ce4f2425e73,https://tradingeconomics.com/,NOT_RUN,,当前环境未提供真实网站运行所需的模型 API 凭证；未执行任何 Protocol III 真实网站任务,,678.2,,,
75,eb31f40363d94ba08d6b361c5f100c25,https://gs.statcounter.com/,NOT_RUN,,当前环境未提供真实网站运行所需的模型 API 凭证；未执行任何 Protocol III 真实网站任务,,0.6351,,,
76,aa41dc171b1f43588d13677298aedb05,https://www.heritage.org/,NOT_RUN,,当前环境未提供真实网站运行所需的模型 API 凭证；未执行任何 Protocol III 真实网站任务,,60.6,,,
77,77ec8b4d6964425a92288c43407377f2,https://pvp.qq.com/,NOT_RUN,,当前环境未提供真实网站运行所需的模型 API 凭证；未执行任何 Protocol III 真实网站任务,,嫦娥,,,
78,3d719b55e21148eab28fa0c9d8ba6223,https://www.americashealthrankings.org/,NOT_RUN,,当前环境未提供真实网站运行所需的模型 API 凭证；未执行任何 Protocol III 真实网站任务,,19.1,,,
79,3e64ec52011a411abd4d6f933b848fb0,https://piaofang.maoyan.com,NOT_RUN,,当前环境未提供真实网站运行所需的模型 API 凭证；未执行任何 Protocol III 真实网站任务,,攀登者,,,
80,f888ae702f144a35ae75c2dccdf4563e,https://www.qidian.com,NOT_RUN,,当前环境未提供真实网站运行所需的模型 API 凭证；未执行任何 Protocol III 真实网站任务,,"凌霄之上,561.93万字",,,
81,694df372837a4b1981dac2c17b63a96d,https://www.zongheng.com/,NOT_RUN,,当前环境未提供真实网站运行所需的模型 API 凭证；未执行任何 Protocol III 真实网站任务,,玄幻：诸天最强系统，1101万字,,,
82,b065e68b11134731a5733410dc677bee,https://fanqienovel.com/,NOT_RUN,,当前环境未提供真实网站运行所需的模型 API 凭证；未执行任何 Protocol III 真实网站任务,,"大道主,1075.0万字",,,
83,16dd0a3361a549b683c6f8fada537449,https://b.faloo.com/,NOT_RUN,,当前环境未提供真实网站运行所需的模型 API 凭证；未执行任何 Protocol III 真实网站任务,,玄幻之最强红名村，784万字,,,
84,876703c724f5424194d0049412547fe4,https://boardgamegeek.com/,NOT_RUN,,当前环境未提供真实网站运行所需的模型 API 凭证；未执行任何 Protocol III 真实网站任务,,"Near and Far, Geek Rating 7.226",,,
85,fff23f661e5a4cf4b5a1bd550ef9c239,https://www.gbif.org/,NOT_RUN,,当前环境未提供真实网站运行所需的模型 API 凭证；未执行任何 Protocol III 真实网站任务,,2,,,
86,e6674c1fbdd44412b829603d275dd927,https://sam.gov/,NOT_RUN,,当前环境未提供真实网站运行所需的模型 API 凭证；未执行任何 Protocol III 真实网站任务,,608,,,
87,8f590d70612743a0880de0bc5a4909ed,https://www.sec.gov,NOT_RUN,,当前环境未提供真实网站运行所需的模型 API 凭证；未执行任何 Protocol III 真实网站任务,,105,,,
88,467df154c0964fb6b4dd9374336aef2f,https://www.cninfo.com.cn/new/index,NOT_RUN,,当前环境未提供真实网站运行所需的模型 API 凭证；未执行任何 Protocol III 真实网站任务,,00559,,,
89,24ff3e58140d47c09e85a55d827c7931,https://www.drugs.com/,NOT_RUN,,当前环境未提供真实网站运行所需的模型 API 凭证；未执行任何 Protocol III 真实网站任务,,"53 interactions,Moderate=1",,,
90,8f06f590245049f8982d47b0cc347536,https://www.royalmail.com/,NOT_RUN,,当前环境未提供真实网站运行所需的模型 API 凭证；未执行任何 Protocol III 真实网站任务,,27.1,,,
91,6aed20be626c4c6abe51f894c996e805,https://www.nmpa.gov.cn/datasearch/home-index.html#category=yp,NOT_RUN,,当前环境未提供真实网站运行所需的模型 API 凭证；未执行任何 Protocol III 真实网站任务,,125,,,
92,391e8411c5044392be590a4cbc4aecdf,https://pubmed.ncbi.nlm.nih.gov/,NOT_RUN,,当前环境未提供真实网站运行所需的模型 API 凭证；未执行任何 Protocol III 真实网站任务,,17,,,
93,35092d7bd317408da94dc1351d2872d8,https://www.szse.cn/index/index.html,NOT_RUN,,当前环境未提供真实网站运行所需的模型 API 凭证；未执行任何 Protocol III 真实网站任务,,652,,,
94,168767547cc94638a0a5fbd5dc44f995,https://www.canadapost-postescanada.ca/cpc/en/home.page?name=tgt#,NOT_RUN,,当前环境未提供真实网站运行所需的模型 API 凭证；未执行任何 Protocol III 真实网站任务,,104.48,,,
95,de7ae5ba9cc249ffa3512eb016152fe8,https://www.hkexnews.hk/,NOT_RUN,,当前环境未提供真实网站运行所需的模型 API 凭证；未执行任何 Protocol III 真实网站任务,,43,,,
96,290a42c5220c4ca5bab1a64a04e246ad,https://ilostat.ilo.org/,NOT_RUN,,当前环境未提供真实网站运行所需的模型 API 凭证；未执行任何 Protocol III 真实网站任务,,46.5,,,
97,fa3c9ed396d8415ea5ea1d3d5dd6066b,https://www.ssb.no/en,NOT_RUN,,当前环境未提供真实网站运行所需的模型 API 凭证；未执行任何 Protocol III 真实网站任务,,"F:8101；M:7874；total:15,975",,,
98,243920cbeefd42a480787899ef8f24ce,https://www.qianzhan.com/,NOT_RUN,,当前环境未提供真实网站运行所需的模型 API 凭证；未执行任何 Protocol III 真实网站任务,,14,,,
99,6f58b004757145ee9fe0b81751f1a4a7,https://www.thepaper.cn/,NOT_RUN,,当前环境未提供真实网站运行所需的模型 API 凭证；未执行任何 Protocol III 真实网站任务,,3.493,,,
